'hood.n.01	'hood
alexander_i.n.01	alexander i
alexander_ii.n.01	alexander ii
alexander_vi.n.01	alexander vi
alexandria.n.02	alexandria
alexandria_senna.n.01	alexandria senna
aleyrodes.n.01	aleyrodes
aleyrodidae.n.01	aleyrodidae
alfalfa.n.01	alfalfa
alga.n.01	alga
algarroba.n.03	algarroba
algarroba.n.04	algarroba
algebra.n.01	algebra
algeria.n.01	algeria
algiers.n.01	algiers
algometry.n.01	algometry
algonkian.n.01	algonkian
algonkian.n.02	algonkian
algonquian.a.01	algonquian
algonquian.n.01	algonquian
algonquian.n.02	algonquian
algorithm.n.01	algorithm
alhazen.n.01	alhazen
ali.n.02	ali
alibi.n.01	alibi
alibi.v.01	alibi
alienation.n.01	alienation
alienation.n.02	alienation
alienator.n.01	alienator
alight.v.02	alight
align.v.01	align
align.v.02	align
align.v.03	align
align.v.04	align
alignment.n.02	alignment
alignment.n.04	alignment
alike.a.01	alike
alimentary_canal.n.01	alimentary canal
alimentary_tract_smear.n.01	alimentary tract smear
aliphatic_compound.n.01	aliphatic compound
alisma.n.01	alisma
alismataceae.n.01	alismataceae
alismatidae.n.01	alismatidae
alive.a.01	alive
aliyah.n.01	aliyah
alka-seltzer.n.01	alka-seltzer
alkahest.n.01	alkahest
alkali.n.02	alkali
alkaline.a.01	alkaline
alkalinity.n.01	alkalinity
alkalinize.v.02	alkalinize
alkalize.v.01	alkalize
alkaloid.n.01	alkaloid
alkyl.n.01	alkyl
all_fours.n.01	all fours
all_saints'_day.n.01	all saints' day
allegation.n.01	allegation
allegation.n.02	allegation
allege.v.01	allege
alleghenies.n.01	alleghenies
allegheny.n.01	allegheny
allegheny_chinkapin.n.01	allegheny chinkapin
allegheny_plum.n.01	allegheny plum
allegorize.v.01	allegorize
allegorize.v.02	allegorize
allegory.n.03	allegory
allegretto.n.02	allegretto
allegro.n.02	allegro
allele.n.01	allele
allen.n.02	allen
allentown.n.01	allentown
allergist.n.01	allergist
allergy.n.01	allergy
alleviator.n.01	alleviator
alliaceous_plant.n.01	alliaceous plant
alliance.n.01	alliance
alliance.n.02	alliance
alliance.n.03	alliance
alliaria.n.01	alliaria
allied_command_atlantic.n.01	allied command atlantic
allied_command_europe.n.01	allied command europe
alligator.n.02	alligator
alligatorfish.n.01	alligatorfish
alligatoridae.n.01	alligatoridae
allionia.n.01	allionia
alliterate.v.01	alliterate
alliteration.n.01	alliteration
alliterator.n.01	alliterator
allium.n.01	allium
allocate.v.01	allocate
allocation.n.03	allocation
allocator.n.01	allocator
allometry.n.01	allometry
allopurinol.n.01	allopurinol
allosaur.n.01	allosaur
allotment.n.01	allotment
allotment.n.02	allotment
allow.v.03	allow
allow.v.04	allow
allow.v.06	allow
allow.v.10	allow
allowance.n.01	allowance
allowance.n.03	allowance
allowance.n.04	allowance
allowance.n.06	allowance
alloy.n.01	alloy
alloy.v.02	alloy
alloy_iron.n.01	alloy iron
alloy_steel.n.01	alloy steel
allspice.n.01	allspice
allspice.n.02	allspice
allude.v.01	allude
allure.n.01	allure
alluvial_sediment.n.01	alluvial sediment
alluvial_soil.n.01	alluvial soil
ally.n.01	ally
ally.v.01	ally
allyl.n.01	allyl
allyl_alcohol.n.01	allyl alcohol
almaty.n.01	almaty
almond.n.01	almond
almond.n.02	almond
almond_extract.n.01	almond extract
almond_moth.n.01	almond moth
almond_tree.n.01	almond tree
almond_willow.n.01	almond willow
alnus.n.01	alnus
alocasia.n.01	alocasia
aloe.n.01	aloe
aloeaceae.n.01	aloeaceae
aloha.n.01	aloha
alone.s.04	alone
aloneness.n.01	aloneness
aloofness.n.02	aloofness
alopecurus.n.01	alopecurus
alopex.n.01	alopex
alopiidae.n.01	alopiidae
alopius.n.01	alopius
alosa.n.01	alosa
alouatta.n.01	alouatta
alpena.n.01	alpena
alpha-beta_brass.n.01	alpha-beta brass
alpha_blocker.n.01	alpha blocker
alpha_centauri.n.01	alpha centauri
alpha_software.n.01	alpha software
alpha_test.n.01	alpha test
alphabet.n.01	alphabet
alphabet_soup.n.01	alphabet soup
alphabetize.v.01	alphabetize
alphabetize.v.02	alphabetize
alphanumerics.n.01	alphanumerics
alpine_azalea.n.01	alpine azalea
alpine_coltsfoot.n.01	alpine coltsfoot
alpine_gold.n.01	alpine gold
alpine_mouse-ear.n.01	alpine mouse-ear
alpinia.n.01	alpinia
alprazolam.n.01	alprazolam
alps.n.01	alps
alsace.n.01	alsace
alsatian.n.01	alsatian
alsobia.n.01	alsobia
alsophila.n.01	alsophila
alstonia.n.01	alstonia
altai_mountains.n.01	altai mountains
altaic.n.02	altaic
alter.v.03	alter
alter.v.05	alter
alteration.n.02	alteration
alternanthera.n.01	alternanthera
alternation.n.01	alternation
alternative_energy.n.01	alternative energy
alternator.n.01	alternator
althea.n.01	althea
altimeter.n.01	altimeter
altitude.n.01	altitude
altitudinal.a.01	altitudinal
alto_relievo.n.01	alto relievo
altruism.n.01	altruism
altruistic.a.01	altruistic
alular.a.01	alular
alum.n.01	alum
alum.n.02	alum
alumina.n.01	alumina
aluminize.v.01	aluminize
aluminum.n.01	aluminum
aluminum_foil.n.01	aluminum foil
aluminum_hydroxide.n.01	aluminum hydroxide
alumnus.n.01	alumnus
alumroot.n.01	alumroot
alveolar_artery.n.01	alveolar artery
alveolar_bed.n.01	alveolar bed
alveolar_ridge.n.01	alveolar ridge
alveolitis.n.02	alveolitis
alyssum.n.02	alyssum
alytes.n.01	alytes
amabilis_fir.n.01	amabilis fir
amalgam.n.02	amalgam
amalgamation.n.01	amalgamation
amalgamator.n.01	amalgamator
amanita.n.01	amanita
amaranth.n.02	amaranth
amaranthaceae.n.01	amaranthaceae
amaranthus.n.01	amaranthus
amarillo.n.01	amarillo
amaryllidaceae.n.01	amaryllidaceae
amaryllis.n.01	amaryllis
amateur.n.01	amateur
amaze.v.01	amaze
amazon.n.03	amazon
ambages.n.01	ambages
ambassador.n.01	ambassador
ambassadorship.n.01	ambassadorship
amberboa.n.01	amberboa
ambiguity.n.01	ambiguity
ambiguity.n.02	ambiguity
ambition.n.01	ambition
ambition.n.02	ambition
ambition.v.01	ambition
amble.n.01	amble
amble.v.01	amble
ambloplites.n.01	ambloplites
amblyrhynchus.n.01	amblyrhynchus
ambrose.n.01	ambrose
ambrosia.n.04	ambrosia
ambrosiaceae.n.01	ambrosiaceae
ambulance.n.01	ambulance
ambulate.v.01	ambulate
ambush.n.01	ambush
ambush.v.01	ambush
ambusher.n.01	ambusher
ambystoma.n.01	ambystoma
ambystomatidae.n.01	ambystomatidae
ambystomid.n.01	ambystomid
ameba.n.01	ameba
amebiasis.n.01	amebiasis
amebic_dysentery.n.01	amebic dysentery
ameiuridae.n.01	ameiuridae
ameiurus.n.01	ameiurus
amelanchier.n.01	amelanchier
amelioration.n.01	amelioration
amelogenesis.n.01	amelogenesis
amenability.n.01	amenability
amendment.n.02	amendment
amenorrhea.n.01	amenorrhea
amenorrheic.a.01	amenorrheic
amentiferae.n.01	amentiferae
amerce.v.02	amerce
america.n.02	america
american.a.01	american
american.n.01	american
american.n.03	american
american_angelica_tree.n.01	american angelica tree
american_arborvitae.n.01	american arborvitae
american_basswood.n.01	american basswood
american_beech.n.01	american beech
american_bison.n.01	american bison
american_black_bear.n.01	american black bear
american_chameleon.n.01	american chameleon
american_chestnut.n.01	american chestnut
american_civil_war.n.01	american civil war
american_coot.n.01	american coot
american_crab_apple.n.01	american crab apple
american_crayfish.n.01	american crayfish
american_elder.n.01	american elder
american_elm.n.01	american elm
american_english.n.01	american english
american_falls.n.01	american falls
american_feverfew.n.01	american feverfew
american_fly_honeysuckle.n.01	american fly honeysuckle
american_flying_squirrel.n.01	american flying squirrel
american_football.n.01	american football
american_frogbit.n.01	american frogbit
american_ginseng.n.01	american ginseng
american_lady_crab.n.01	american lady crab
american_lobster.n.01	american lobster
american_lobster.n.02	american lobster
american_mastodon.n.01	american mastodon
american_merganser.n.01	american merganser
american_pasqueflower.n.01	american pasqueflower
american_persimmon.n.01	american persimmon
american_revolution.n.01	american revolution
american_revolutionary_leader.n.01	american revolutionary leader
american_samoa.n.01	american samoa
american_spikenard.n.01	american spikenard
american_standard_code_for_information_interchange.n.01	american standard code for information interchange
american_standard_version.n.01	american standard version
american_state.n.01	american state
american_sycamore.n.01	american sycamore
american_white_birch.n.01	american white birch
americana.n.01	americana
americanization.n.01	americanization
americanize.v.01	americanize
amerind.n.01	amerind
amerindian.n.01	amerindian
ametropia.n.01	ametropia
amia.n.01	amia
amianthum.n.01	amianthum
amicable.a.01	amicable
amicus_curiae.n.01	amicus curiae
amide.n.01	amide
amiidae.n.01	amiidae
amine.n.01	amine
amino.n.01	amino
amino_acid.n.01	amino acid
amitriptyline.n.01	amitriptyline
ammodytes.n.01	ammodytes
ammodytidae.n.01	ammodytidae
ammoniate.v.01	ammoniate
ammonify.v.01	ammonify
ammonium_nitrate.n.01	ammonium nitrate
ammotragus.n.01	ammotragus
ammunition.n.01	ammunition
amnesia.n.01	amnesia
amnestic.a.01	amnestic
amnesty.n.03	amnesty
amnesty.v.01	amnesty
amniocentesis.n.01	amniocentesis
amnion.n.01	amnion
amniota.n.01	amniota
amniote.n.01	amniote
amniotic_cavity.n.01	amniotic cavity
amniotic_fluid.n.01	amniotic fluid
amobarbital.n.01	amobarbital
amoebic.a.01	amoebic
amoebida.n.01	amoebida
amoralism.n.01	amoralism
amorousness.n.02	amorousness
amorpha.n.01	amorpha
amortization.n.02	amortization
amount.n.02	amount
amoxicillin.n.01	amoxicillin
ampere-minute.n.01	ampere-minute
ampere.n.02	ampere
amphetamine.n.01	amphetamine
amphibia.n.01	amphibia
amphibian.n.03	amphibian
amphibian_family.n.01	amphibian family
amphibian_genus.n.01	amphibian genus
amphibious_assault.n.01	amphibious assault
amphibious_landing.n.01	amphibious landing
amphibious_operation.n.01	amphibious operation
amphibole.n.01	amphibole
amphibole_group.n.01	amphibole group
amphicarpaea.n.01	amphicarpaea
amphigory.n.01	amphigory
amphineura.n.01	amphineura
amphioxidae.n.01	amphioxidae
amphipod.n.01	amphipod
amphipoda.n.01	amphipoda
amphiprion.n.01	amphiprion
amphisbaenidae.n.01	amphisbaenidae
amphitheater.n.01	amphitheater
amphitheater.n.02	amphitheater
amphitheatric.a.01	amphitheatric
amphiumidae.n.01	amphiumidae
ampicillin.n.01	ampicillin
amplification.n.01	amplification
amplifier.n.01	amplifier
ampulla.n.01	ampulla
amputate.v.01	amputate
amputation.n.01	amputation
amputation.n.02	amputation
amrinone.n.01	amrinone
amsinckia.n.01	amsinckia
amsonia.n.01	amsonia
amsterdam.n.01	amsterdam
amulet.n.01	amulet
amur.n.01	amur
amuse.v.01	amuse
amuse.v.02	amuse
amusement_park.n.01	amusement park
amygdala.n.01	amygdala
amygdalaceae.n.01	amygdalaceae
amyotrophic_lateral_sclerosis.n.01	amyotrophic lateral sclerosis
anabantidae.n.01	anabantidae
anabas.n.01	anabas
anabolism.n.01	anabolism
anabrus.n.01	anabrus
anacardiaceae.n.01	anacardiaceae
anacardium.n.01	anacardium
anacyclus.n.01	anacyclus
anadenanthera.n.01	anadenanthera
anaerobe.n.01	anaerobe
anaerobic.a.01	anaerobic
anaesthetic.a.01	anaesthetic
anagallis.n.01	anagallis
anagasta.n.01	anagasta
anaglyph.n.01	anaglyph
anaglyph.n.02	anaglyph
anaglyphic.a.01	anaglyphic
anagram.n.01	anagram
anagyris.n.01	anagyris
anaheim.n.01	anaheim
anal_sphincter.n.01	anal sphincter
anal_stage.n.01	anal stage
analgesic.n.01	analgesic
analog_computer.n.01	analog computer
analysis.n.01	analysis
analysis.n.02	analysis
analysis.n.05	analysis
analyst.n.01	analyst
analyst.n.02	analyst
analyst.n.03	analyst
analytic_geometry.n.01	analytic geometry
analyze.v.01	analyze
analyze.v.02	analyze
analyze.v.03	analyze
analyze.v.04	analyze
analyzer.n.01	analyzer
anamnestic.a.01	anamnestic
ananas.n.01	ananas
anaphalis.n.01	anaphalis
anapsid.n.01	anapsid
anapsida.n.01	anapsida
anarchist.n.01	anarchist
anarchy.n.01	anarchy
anarhichadidae.n.01	anarhichadidae
anarhichas.n.01	anarhichas
anas.n.01	anas
anasa.n.01	anasa
anastomose.v.02	anastomose
anastomosis.n.01	anastomosis
anathema.n.02	anathema
anathematization.n.01	anathematization
anatidae.n.01	anatidae
anatolian.n.01	anatolian
anatomic.a.01	anatomic
anatomical_reference.n.01	anatomical reference
anatomist.n.01	anatomist
anatomize.v.02	anatomize
anatomy.n.01	anatomy
ancestor.n.01	ancestor
ancestry.n.02	ancestry
anchor.n.01	anchor
anchor.n.02	anchor
anchor.n.03	anchor
anchor.v.01	anchor
anchor.v.02	anchor
anchorage.n.03	anchorage
anchorage.n.04	anchorage
anchovy.n.02	anchovy
anchovy_paste.n.01	anchovy paste
anchovy_pear.n.01	anchovy pear
anchusa.n.01	anchusa
ancient.n.02	ancient
ancient_greek.n.01	ancient greek
ancylidae.n.01	ancylidae
ancylostomatidae.n.01	ancylostomatidae
ancylus.n.01	ancylus
andalusia.n.01	andalusia
andante.n.02	andante
andes.n.01	andes
andira.n.01	andira
andorra.n.01	andorra
andreaeales.n.01	andreaeales
andrew.n.01	andrew
androgen.n.01	androgen
androgenesis.n.01	androgenesis
androgenetic.a.01	androgenetic
androgynous.a.02	androgynous
androgyny.n.01	androgyny
andromeda.n.01	andromeda
andromeda.n.02	andromeda
andropogon.n.01	andropogon
anecdotist.n.01	anecdotist
aneides.n.01	aneides
anemia.n.01	anemia
anemia.n.03	anemia
anemometer.n.01	anemometer
anemone.n.01	anemone
anemone_fish.n.01	anemone fish
anemonella.n.01	anemonella
anemopsis.n.01	anemopsis
anencephaly.n.01	anencephaly
anesthesia.n.01	anesthesia
anesthesiologist.n.01	anesthesiologist
anesthetic.n.01	anesthetic
anesthetize.v.01	anesthetize
anestrous.a.01	anestrous
anestrus.n.01	anestrus
anethum.n.01	anethum
aneurysm.n.01	aneurysm
angel's_trumpet.n.01	angel's trumpet
angel's_trumpet.n.02	angel's trumpet
angel.n.01	angel
angel_shark.n.01	angel shark
angelic.a.02	angelic
angelica.n.01	angelica
angelica.n.02	angelica
angelim.n.01	angelim
anger.n.01	anger
anger.n.02	anger
anger.v.01	anger
anger.v.02	anger
angina.n.01	angina
angina_pectoris.n.01	angina pectoris
angioedema.n.01	angioedema
angiogenesis.n.01	angiogenesis
angiogram.n.01	angiogram
angiologist.n.01	angiologist
angioma.n.01	angioma
angiosperm.n.01	angiosperm
angiospermae.n.01	angiospermae
angiospermous.a.01	angiospermous
angiospermous_tree.n.01	angiospermous tree
angiospermous_yellowwood.n.01	angiospermous yellowwood
angiotensin.n.01	angiotensin
angiotensin_converting_enzyme.n.01	angiotensin converting enzyme
angle.n.01	angle
angle.v.01	angle
angle.v.04	angle
angled_loofah.n.01	angled loofah
anglesey.n.01	anglesey
anglican_church.n.01	anglican church
anglicise.v.01	anglicise
angling.n.01	angling
anglo-saxon.n.02	anglo-saxon
anglo-saxon_deity.n.01	anglo-saxon deity
anglophile.n.01	anglophile
angola.n.01	angola
angry.a.01	angry
angstrom.n.01	angstrom
anguid_lizard.n.01	anguid lizard
anguidae.n.01	anguidae
anguilla.n.02	anguilla
anguillidae.n.01	anguillidae
anguilliformes.n.01	anguilliformes
anguillula.n.01	anguillula
anguis.n.01	anguis
anguish.n.01	anguish
angular.a.02	angular
angular_distance.n.01	angular distance
angular_position.n.01	angular position
angular_shape.n.01	angular shape
angular_unit.n.01	angular unit
angularity.n.02	angularity
angus_og.n.01	angus og
anhima.n.01	anhima
anhimidae.n.01	anhimidae
anigozanthus.n.01	anigozanthus
anima.n.01	anima
animal.n.01	animal
animal_communication.n.01	animal communication
animal_disease.n.01	animal disease
animal_fiber.n.01	animal fiber
animal_foot.n.01	animal foot
animal_group.n.01	animal group
animal_husbandry.n.01	animal husbandry
animal_material.n.01	animal material
animal_oil.n.01	animal oil
animal_order.n.01	animal order
animal_pigment.n.01	animal pigment
animal_product.n.01	animal product
animal_skin.n.01	animal skin
animal_tissue.n.01	animal tissue
animal_virus.n.01	animal virus
animalia.n.01	animalia
animalism.n.01	animalism
animalize.v.01	animalize
animate.a.02	animate
animate.v.04	animate
animateness.n.01	animateness
animation.n.01	animation
animation.n.02	animation
animation.n.03	animation
animism.n.01	animism
animize.v.01	animize
anion.n.01	anion
anise.n.01	anise
anise.n.02	anise
anise_cookie.n.01	anise cookie
anise_tree.n.01	anise tree
anisette.n.01	anisette
anisogamy.n.01	anisogamy
anisotremus.n.01	anisotremus
ankara.n.01	ankara
ankle.n.01	ankle
anklebone.n.01	anklebone
anklet.n.02	anklet
anklet.n.03	anklet
ann_arbor.n.01	ann arbor
annaba.n.01	annaba
annals.n.02	annals
annapolis.n.01	annapolis
annapurna.n.02	annapurna
anneal.v.01	anneal
annealing.n.01	annealing
annelid.a.01	annelid
annelid.n.01	annelid
annelida.n.01	annelida
annex.n.01	annex
annex.v.01	annex
annex.v.02	annex
anniellidae.n.01	anniellidae
annihilation.n.01	annihilation
annihilation.n.02	annihilation
annihilator.n.01	annihilator
anniversary.n.01	anniversary
annona.n.01	annona
annonaceae.n.01	annonaceae
annotate.v.01	annotate
announce.v.01	announce
announce.v.02	announce
announce.v.04	announce
announcement.n.01	announcement
announcement.n.02	announcement
announcer.n.01	announcer
announcer.n.02	announcer
annoy.v.01	annoy
annoyance.n.02	annoyance
annoyance.n.04	annoyance
annoyance.n.05	annoyance
annual.n.01	annual
annual.n.02	annual
annuity.n.01	annuity
annulet.n.01	annulet
annulet.n.02	annulet
annulment.n.02	annulment
annulus.n.02	annulus
annunciation.n.01	annunciation
annunciator.n.01	annunciator
annwfn.n.01	annwfn
anobiidae.n.01	anobiidae
anode.n.01	anode
anode.n.02	anode
anoectochilus.n.01	anoectochilus
anogramma.n.01	anogramma
anoint.v.02	anoint
anointer.n.01	anointer
anointing.n.01	anointing
anolis.n.01	anolis
anomala.n.01	anomala
anomalist.n.01	anomalist
anomalopidae.n.01	anomalopidae
anomaly.n.01	anomaly
anomaly.n.02	anomaly
anomia.n.02	anomia
anomiidae.n.01	anomiidae
anopheles.n.01	anopheles
anoplura.n.01	anoplura
anostraca.n.01	anostraca
anoxia.n.01	anoxia
ansar_al_islam.n.01	ansar al islam
anser.n.01	anser
anseriform_bird.n.01	anseriform bird
anseriformes.n.01	anseriformes
answer.n.01	answer
answer.n.03	answer
answer.n.04	answer
answer.v.01	answer
answer.v.03	answer
answer.v.04	answer
answer.v.08	answer
ant.n.01	ant
ant_bear.n.01	ant bear
ant_lion.n.02	ant lion
antacid.n.01	antacid
antagonism.n.02	antagonism
antagonism.n.03	antagonism
antagonism.n.04	antagonism
antagonist.n.03	antagonist
antagonize.v.01	antagonize
antalya.n.01	antalya
antarctic.n.01	antarctic
antarctic_ocean.n.01	antarctic ocean
antarctica.n.01	antarctica
antbird.n.01	antbird
ante.n.01	ante
ante.v.01	ante
anteater.n.02	anteater
antecedent.a.01	antecedent
antecedent.n.02	antecedent
antedon.n.01	antedon
antedonidae.n.01	antedonidae
antelope.n.01	antelope
antelope_squirrel.n.01	antelope squirrel
antenna.n.01	antenna
antenna.n.03	antenna
antennal.a.01	antennal
antennaria.n.01	antennaria
antennariidae.n.01	antennariidae
anterior.a.01	anterior
anterior_pituitary.n.01	anterior pituitary
anteroom.n.01	anteroom
anthemis.n.01	anthemis
antheraea.n.01	antheraea
anthericum.n.01	anthericum
antheropeas.n.01	antheropeas
anthill.n.01	anthill
anthoceropsida.n.01	anthoceropsida
anthocerotaceae.n.01	anthocerotaceae
anthology.n.01	anthology
anthonomus.n.01	anthonomus
anthozoa.n.01	anthozoa
anthozoan.n.01	anthozoan
anthrax.n.02	anthrax
anthriscus.n.01	anthriscus
anthropogenesis.n.01	anthropogenesis
anthropoid_ape.n.01	anthropoid ape
anthropoidea.n.01	anthropoidea
anthropologist.n.01	anthropologist
anthropology.n.01	anthropology
anthropometry.n.01	anthropometry
anthropomorphize.v.01	anthropomorphize
anthurium.n.01	anthurium
anthus.n.01	anthus
anthyllis.n.01	anthyllis
